one,two,three,four,five,six,seven,eight,nine,ten,eleven,twelve,thirteen,fifteen,sixteen,seventeen,eighteen,nineteen,twenty,Class,Stability,Cluster2,Cluster3
1.241819435,1.360813593,0.929881773,0.49023728,-0.296227166,-0.530287519,0.174166251,0.063641628,-2.735193266,-0.041607161,1.842963313,-1.519004656,2.121471102,-2.42981665,-1.237563763,-0.260659468,1.363826361,-0.080317231,0.038911157,0,0.9,2,3
0.114051816,0.925333327,-0.574454217,0.637887027,-1.836686717,-0.479604991,0.547044839,0.209815239,0.9037094,-1.514966206,0.842432102,1.717089182,-1.268738832,2.246309934,0.891224378,-0.48489702,-1.190601748,0.54562825,-1.562357374,1,0.55,1,2
-0.816316581,1.766320206,-0.035004343,-0.071779212,-0.671314769,0.503346713,0.489681761,0.697332448,-1.15179397,-1.9904415,-1.077707704,0.779190979,0.70079319,2.345015418,0.636624333,-0.167976614,-0.681552489,1.744698083,-1.611047375,1,0.6,2,2
-0.216485114,0.055736871,0.823769254,0.570192936,0.054913416,-0.42406257,-1.234548696,0.987085023,0.814449426,-0.459398855,-0.26808117,-1.174443254,-1.919294419,2.597987479,-0.347737824,1.251513564,0.433514192,-1.585614071,-0.368717476,0,0.35,1,1
0.906611912,-1.195765763,-0.162897715,0.260936533,0.141625804,-1.546235351,1.559322207,0.621129821,-0.48597411,1.154084247,0.910698108,0.455427605,2.687662932,-0.0954077,0.258927677,0.306397915,-0.533491455,-0.734417446,0.653268183,0,0.75,2,2
0.410226966,-0.060509079,-1.76913111,1.103232772,1.386099317,0.449491757,0.093579791,-0.786734545,1.189680686,0.623549814,0.126929435,1.044976166,-1.873811786,0.574150047,2.305674562,-0.201140774,1.504903784,-0.245103657,-0.244066231,1,0.8,2,3
-0.305315636,0.435049707,1.244508167,0.362829236,-0.297961971,-1.344663747,0.375994109,-0.034348471,0.281499652,0.972809488,-1.190323674,0.768538824,-1.560098653,0.989808978,1.019488021,1.211447103,0.137408088,-0.863137974,-0.83160363,0,0.15,1,1
1.036158187,0.711070926,0.222505565,1.058411576,0.566183078,-0.029401318,1.678416046,-0.202531021,1.424668912,-0.708705002,0.096405019,-0.800119285,0.346014007,0.446395002,2.305016456,-0.9277583,-0.771470076,0.380692661,-0.669123169,1,0.85,2,3
0.416494804,0.858219485,-0.486341889,0.56916939,-0.908390995,-0.814750394,2.31104126,-1.500543789,1.164849002,-0.996526849,-0.86107354,-0.207233693,0.512204814,0.51560794,1.288245766,0.349477592,1.079522171,1.063825603,1.117345419,0,0.4,1,1
2.071408118,1.882907361,-1.98052272,-0.0554905,-0.639126162,-1.937401941,2.452049579,-0.017319565,-0.081127016,0.951748611,-0.071035989,2.011510064,-2.881995211,0.047430378,1.161695213,-0.089855939,-0.085190561,-0.991502057,0.425818947,1,0.4,1,1
0.350458576,-0.173429949,0.068243804,1.513838777,-0.441259033,-1.332655233,2.150794137,1.330205068,0.164444517,-0.503220334,-1.788752981,0.465743916,-1.653451192,1.315740489,0.029255591,-0.576696765,-0.115981163,-0.351805812,-1.376527812,1,0.6,2,2
0.165951948,0.812021337,-0.622836748,-1.169621232,1.021238208,0.200537888,1.140935767,-0.122725925,-0.425180543,-0.349497198,-1.520860786,-0.523143779,-0.65468726,-0.390551417,0.783702429,-1.671358448,-0.069079003,0.802278667,-1.062882164,0,0.8,2,3
2.378918084,-0.479435743,0.865777339,-0.362645695,0.593261624,-0.204244871,-1.378305331,-0.859766343,0.804661548,-0.852046571,1.493951025,-0.269114141,-0.296853827,-1.378322372,1.821245833,-0.109927634,1.273947093,1.154178449,-0.607850047,0,0.65,2,2
-0.675524471,-1.751374369,-1.263909666,-0.101458089,1.754278569,0.827336661,1.193513465,1.227776725,-1.29165551,0.270346713,0.172625998,1.557427517,0.614752761,-1.912648356,0.83292564,0.453090574,0.213532233,0.122818881,0.233520596,1,0.75,2,2
-0.706449005,-0.866535948,0.757393371,0.94568196,-1.166654055,-1.386812287,-0.206091035,-0.174470762,0.110081693,-0.643864377,-1.11919186,-0.425304248,0.091751153,-0.317470509,1.611123839,1.148740481,0.661762467,0.105386207,-0.02368912,1,0.7,2,2
-1.121940868,0.220295117,-0.982330977,0.489847649,0.008874036,0.536249988,-1.061738279,1.521634422,-0.780268066,0.268623537,-0.973583664,0.971869525,-1.369867054,1.037743145,1.138739346,-1.853174979,0.785909157,-0.083266495,-0.257995708,1,0.65,2,2
0.047170685,-0.380013256,-0.450788354,1.268291313,0.289362295,0.411143308,-1.007868641,1.101526064,-0.737784165,0.285321958,0.389405351,0.97722466,1.557876269,0.893690759,1.393720199,0.328347571,0.56405037,0.343626598,-0.599894714,1,1,2,3
0.561126399,-0.693266945,1.640000588,0.954452904,0.000494027,0.632792851,1.172611655,0.279251736,1.380075141,-0.679397633,0.063795525,-2.693660308,-0.788954239,1.533930576,0.675122178,-0.53715312,0.79713656,-0.271641649,0.347394441,0,0.6,2,2
-0.522083189,-0.933204691,0.482994663,1.66432712,-1.803925065,-0.883689611,0.492349435,0.993113093,-2.392619434,-1.193850484,-0.554548411,-0.478859615,0.125653791,-0.936111659,-1.604636092,0.643548638,-1.190222161,-0.833713542,0.313711107,0,1,2,3
0.360687914,1.090919468,-0.856400888,-0.212978926,0.410468847,-0.205954431,-0.513663063,-0.343295532,0.137795121,-0.230565695,0.75169071,-1.83959459,1.34833027,0.179321589,-1.354208999,-0.179248565,0.836523312,-0.305257228,1.200692282,0,1,2,3
-0.700144078,0.608280967,-2.35747292,0.016170209,1.075498164,0.385895866,-0.294042036,-0.621739491,0.084316652,0.524550385,-1.358500439,1.038007275,-1.491063886,-0.602493026,0.990077972,-1.15154579,0.762584665,1.675285198,-1.365702134,1,0.45,1,2
-0.473780813,1.202953109,-0.614583366,-0.683571083,1.878387338,-0.302412061,-0.472079193,0.739412526,-2.751583791,-0.74348681,-1.436778201,-1.81215534,1.310586965,-0.168264952,0.690993456,0.784229517,0.570246261,0.191685697,-0.238676077,1,0.65,2,2
-0.338597864,1.40164184,-0.139987253,-0.821753456,-0.896312847,-1.922643598,0.578343936,-1.227804483,1.58513535,1.645547171,-1.737276495,-0.538988649,0.562794891,-0.510728916,2.001403168,0.980663553,1.475347967,-0.09640441,1.172104743,1,0.9,2,3
0.195564059,0.808148418,-1.394675947,0.845516679,0.110605398,-1.705947219,0.6299069,-0.86217985,-1.508995713,2.027098528,1.203380797,-0.513653174,1.169085352,0.25202642,0.419484728,-0.533811849,0.353328307,-0.413629211,-1.589731923,1,0.75,2,2
-1.58102549,-0.413775295,1.01271118,1.05612162,1.376312078,-0.524365086,0.162311171,0.464433602,-0.420727289,0.045822594,2.10065864,-1.584460708,-1.08789625,1.346861434,-0.628302291,0.04757477,0.481902927,1.69133255,-0.754496878,1,0.15,1,1
-1.360990347,0.16343959,-0.656166906,1.843269589,0.59813609,-2.125796847,-1.71986493,0.86218727,-0.420590751,-0.173855304,-0.744783665,-0.626817207,-0.93598635,-0.783157721,1.141933024,0.29158908,-0.719157441,1.38187624,0.396689906,1,0.35,1,1
0.588878225,1.372706254,-1.204058697,0.958744963,-0.463379516,1.133085514,-1.107448367,0.20418712,0.830189266,0.450244317,1.858907793,0.428673834,-0.885088841,1.439457767,-0.711998301,0.408275014,2.605977812,-0.010320542,0.543735451,0,1,2,3
-1.071836423,0.730589618,-1.844693095,1.058170907,-0.054435624,0.011336585,0.091704106,0.27880688,-1.292204482,-0.059440882,2.219896527,2.849233978,-1.553733962,-0.207990005,1.473012587,0.271393273,-0.53500579,-0.569506215,2.091784359,0,0.45,1,2
1.015591572,-0.09219769,-0.256813698,1.110118936,-0.521110926,1.042426476,1.18546865,-1.087584528,-2.603923692,2.306608848,-1.24980431,0.062734096,-1.481116282,-1.204638808,0.291958021,0.933332189,-0.901285822,-0.759315276,-1.0932589,0,0.7,2,2
1.315212237,-0.407381267,1.550332391,-0.628525489,-0.899859019,-0.324722677,-0.197081315,-0.71466429,-0.260233573,1.1337348,0.205674858,0.645891861,-0.088186009,0.347806288,0.452216504,-1.634865365,0.559048645,0.553076402,-0.310999189,1,0.25,1,1
-0.290559638,-2.244744542,-0.508168435,0.326912246,0.423969847,0.348132918,-1.931680728,0.488628825,-0.258870303,1.05775367,-0.516736788,-0.447503971,-0.392943001,-0.034334744,0.691799647,-0.665554848,1.717552321,0.117111578,1.632181009,1,0.4,1,1
1.716255914,1.210420671,-0.084749269,0.432256758,0.369758078,0.784998572,2.156195381,0.879711256,-0.091193111,0.771343004,-1.375122153,0.817138708,0.362233864,0.481187963,0.6945963,1.226458467,0.242348681,0.138412049,2.033758672,0,0.55,1,2
-0.543800293,-0.788581501,-0.696855521,-0.012550441,0.083216874,1.729841793,0.561769709,0.106112729,-0.035271722,-0.039241062,0.764736044,-0.175583331,0.522882182,0.787647832,1.159346806,1.058842504,-1.03613138,0.146571001,0.905661364,1,0.6,2,2
0.997986387,-0.731625301,0.789270318,0.427535656,-0.631395802,-0.600220638,1.183589526,0.365750675,-0.744172086,-0.211476394,-1.777447345,-0.954796371,-2.960694387,0.991556103,-0.882570116,1.472189443,-0.809834782,2.020145156,-1.075822181,1,0.2,1,1
1.620107904,-1.559181183,-0.246336683,-0.166117323,1.232967165,1.674418503,-0.818446604,0.522709138,-0.523768096,-0.062908415,0.049663319,-0.855116645,1.64741924,-0.673753099,0.69524218,-1.321733697,2.138380373,0.417674682,0.365620071,1,0.95,2,3
-1.667036079,1.154067986,1.952146226,0.224885865,0.147438818,0.019011616,-1.594256225,0.387226799,0.566240931,-0.542292949,0.002790287,0.350218515,-0.744858564,0.174477154,2.11263295,-0.685317656,1.651064307,-1.342283976,0.349591656,1,0.75,2,2
0.567322952,-1.365895325,0.050492301,-0.038421278,1.972666042,-0.0515258,-0.818469218,0.830250797,0.243268126,-0.225149346,-1.915554497,-0.395208673,0.327914217,0.560415782,-0.902835258,1.188790986,-1.194120314,0.435792487,-0.039558921,1,0,1,1
1.318064671,-1.744267924,-3.214867562,-0.372993813,-0.731539879,-1.839890687,1.743250052,-1.04791405,-1.543332415,1.478814648,-0.552786716,-0.326949509,1.030373672,-1.368053108,1.059811215,-1.678431677,1.339882832,0.675257779,-1.8224522,1,0.4,1,1
-0.26994679,0.889255494,-0.818497225,0.810889458,1.87905344,1.045492285,0.255892779,-0.234912445,0.346129613,-0.337666935,-1.73479531,0.617927604,-0.59386406,0.7674605,-0.311278861,-1.296600211,-0.111223178,-0.208395113,1.062439904,0,0.6,2,2
-0.38315641,-0.928159862,0.684340108,0.364053433,0.369983316,-1.408136637,1.014355695,0.711457797,-1.65058997,-0.996677134,-1.872934751,0.170527381,-2.041646961,0.821446653,0.891707725,-0.561227627,-0.353933373,0.710138613,0.512179557,1,0.4,1,1
1.432898379,0.42103432,-1.653170439,0.811407122,0.544691709,0.307471919,-0.763255784,-0.303704569,-0.914543841,0.142874742,-1.981152924,-0.555546427,0.117554795,-0.989866227,0.846770786,-0.031691584,-0.366471532,-0.510101259,0.329136025,1,0.35,1,1
0.471858485,0.132138629,0.41133264,-0.974753023,-0.820706122,1.126643299,0.892631836,1.748846897,0.919352716,3.039766311,-0.415194069,-2.407763415,1.327577901,-0.142440803,1.315529936,0.112522686,0.588763373,1.459191407,-0.051660943,1,0.8,2,3
-0.370120327,0.767437342,0.88855275,1.691683751,-0.357596627,-0.495497732,-1.470393245,-0.446038576,-1.357582936,1.529056151,-0.24351641,-0.178133575,-1.845306501,-0.657528536,1.934603492,0.697739509,0.100194912,1.420236752,0.798466784,1,0.4,1,1
-0.033192766,1.720321946,0.031231614,0.334835721,-0.679937764,-1.107515097,0.639873505,-0.130761525,-0.032288113,1.423305413,1.467408024,-2.260379034,0.261239562,-0.401874472,-0.480093296,0.217308269,0.878502366,-0.125942975,0.823922664,0,0.6,2,2
0.575008289,-1.730397295,0.372182619,0.34429992,1.014543121,-1.738679894,1.021415559,-1.382592483,-0.120468174,0.517454912,-0.520257252,-1.158799665,-2.617873253,2.44847527,1.247567643,3.032580502,-0.698704388,0.259511056,1.263106038,1,0.45,1,2
-0.49006559,0.161968966,-1.820757745,-0.461103539,0.144067164,-0.188197183,-2.072908272,-0.340181686,-0.278944101,1.163386605,0.246559097,-0.244271966,-2.699615961,0.330567948,1.95779172,-0.374741099,0.197909419,-0.627017983,0.345115665,1,0.7,2,2
-0.717738712,1.666692053,0.954982192,-0.203565708,-1.698158573,-1.240196133,-0.219245609,0.521024272,-0.33470346,-0.087964244,1.861666539,0.836396715,1.958369096,-2.265011256,1.257498123,-1.212906077,0.109719733,0.537890073,0.41859807,0,0.35,1,1
-0.225377327,0.094986228,1.255157938,0.760771009,-0.419987349,-0.614337202,0.126383404,-0.819949578,1.257602937,1.166736524,-1.507491537,0.128329117,1.5198926,-1.431619872,-2.88003892,-1.090597994,0.269537446,0.575988121,0.031152048,0,1,2,3
-0.607175915,-0.213439749,-0.412473933,-0.608800876,-0.590535734,-0.062496891,-0.688623451,-0.568190545,-0.109207031,0.389914796,0.859842515,0.221994231,1.15353185,-1.208832612,-2.886896934,1.453857792,-0.063378454,-0.371491428,-0.737972965,0,1,2,3
-0.854739999,-0.346563993,0.52014268,0.249197293,0.655067945,-0.966728632,0.341075011,-1.346872987,0.226862068,2.512422248,-0.652985598,-0.376339585,1.025191217,0.015639668,0.482917121,2.527906915,-0.491157598,1.435162533,0.886578611,1,0.8,2,3
1.351556234,0.517157427,-0.146522122,-0.56219156,0.198422601,0.148677273,-0.910541114,-0.044762129,-1.116012453,0.288294422,0.348824073,-0.770471658,1.432698056,0.505705251,-3.047496194,-0.603174873,-0.340032201,-0.543641282,-0.634788009,1,0,1,1
-0.368764612,-0.19906879,0.334204613,-0.502837179,0.844381053,0.374298054,-1.427087792,0.253988747,0.216955579,-1.770743528,0.939239694,-0.478968183,0.871690909,0.014023313,1.512096637,1.190767422,-1.465051056,0.42415373,0.017413579,1,0.95,2,3
0.597640102,0.540706304,1.536486489,1.371553672,-1.243339726,0.83975222,-0.648283799,-0.398573151,1.315307181,-2.132508858,0.874474216,-1.434048854,1.966923151,0.522964455,-0.62036095,-0.397465858,0.474013567,1.101602001,-0.289697281,1,0.4,1,1
1.781267726,-1.520255171,-1.582981144,-0.418238069,1.32699587,-1.617952535,0.447021004,0.003977775,-0.011869142,0.709360379,-0.668255397,-0.104512573,1.089593516,0.052620584,2.205611819,-0.770604047,-1.454141482,0.107458064,-0.533760706,1,0.95,2,3
1.364426398,0.939580694,-0.538225663,1.522059114,0.968383286,-1.167279006,-0.423892841,0.203673308,0.110750539,1.761462776,-0.416640485,-0.596400132,2.51861827,-0.869700713,-0.335199733,-0.37769964,0.043729321,0.238605938,2.511855394,0,0.95,2,3
1.587308252,-0.319053196,-0.476722322,-0.937981313,0.213671578,0.390799649,1.548581259,-0.342908817,-0.52680587,0.600164577,0.28638255,0.54377067,-1.167495709,-0.429048272,0.214676358,1.02058636,0.139131474,-1.444097726,-0.707920535,0,0.75,2,2
0.157654417,1.126998733,1.458179158,-0.206977018,0.128642956,0.333938384,0.668047412,-0.096587454,-0.534464699,-0.177948571,0.249335957,-1.698064387,1.104027763,-0.752913361,1.556853751,-1.14625365,-0.199691186,0.969638592,-0.827872377,1,0.95,2,3
0.165693866,-2.776436704,0.367062961,-0.209197431,-1.039253652,-0.365650914,0.212626865,1.107792457,0.096938523,-0.209718312,1.371826651,-0.249272379,0.170046118,-0.003973969,-0.779356607,0.09023229,0.393691853,1.411962414,0.7739861,0,0.85,2,3
0.350591319,0.914070406,0.493430107,0.170820644,0.277137361,-1.067166688,-0.440634455,0.058204288,0.576226854,0.957599975,0.250451069,-1.027161544,0.075555464,-0.557474827,-0.642198482,-0.630837832,-0.609157169,1.127621288,-1.01209415,1,0.2,1,1
-0.172255661,0.132541308,-0.675920986,-1.236067048,2.766129827,0.265040044,-0.787621348,0.268541635,-0.79382097,0.141359921,2.262878733,0.648819284,1.034608081,0.788434966,0.285873387,0.336653982,-0.908957304,-0.189817765,-1.373676425,1,0.75,2,2
1.069162344,0.977106141,-0.330505475,-1.064867366,0.247862711,1.53521919,-0.813161887,0.950448413,-0.549973385,0.600898053,-0.142146485,-0.348868771,-0.812499769,0.533492872,0.451602351,-1.496308624,-0.956688559,0.460338863,0.081191275,1,0.35,1,1
-0.184848421,-0.406045962,-1.74276583,0.460771672,-0.06229507,1.579962854,-0.626743341,-0.223289204,0.025606441,0.609133522,1.081288082,0.560814356,0.761888885,1.646330082,0.09345546,-0.302510826,-1.195445366,0.750595878,0.135678026,0,0.2,1,1
0.641557295,1.653856063,-0.268291386,-0.143838636,-0.065163799,0.640823689,1.711318462,0.658439686,-1.179658047,0.403649669,1.316621036,-0.092655375,1.039645248,-1.103585909,2.38344023,-0.378659218,-0.524628255,-0.393079044,-1.987207655,1,0.75,2,2
1.966206369,-0.03695437,1.322328187,2.197628162,-0.51987872,0.288004766,-0.532314922,-0.222433414,-0.924651759,1.741170366,1.782970408,-1.875408352,-1.262539049,0.945037817,1.240437163,-0.351809024,-1.058400704,1.863419232,0.159724051,1,0.4,1,1
1.162960931,-0.4993751,-0.934323262,0.838181052,2.716576624,0.359169244,0.204881918,-0.740716165,1.069871841,-1.524309961,-0.028098612,0.933880949,-1.066425864,1.498247044,1.318482343,-0.57569528,-2.689781312,-0.38624315,-0.512175383,1,0.5,1,2
1.320388077,-0.73863716,-1.143309216,-0.013399919,1.311304346,-0.70464839,-0.065119273,0.145415085,-0.841924698,2.274258159,0.146330303,0.258001508,0.918136065,-0.706917928,0.467849667,-0.147385108,-0.664890528,1.971867203,1.890305582,0,0.6,2,2
-0.07370831,1.305516976,1.148118966,-0.182848458,-0.980345759,-1.750308751,0.731380101,2.077676416,-0.849012618,1.19443272,-0.500595455,1.395750994,-0.005938293,-0.201293847,0.911856174,-1.681339299,0.567068473,-0.707687791,-1.612585134,0,0.25,1,1
1.341650878,-0.885804764,0.982552414,0.995256127,0.936916403,0.73273474,0.741159704,0.097458682,-0.634771453,0.531669615,0.307317032,1.087001402,1.532342559,0.574371482,-1.319001911,-0.879012279,-0.886158062,-1.16389052,-0.612429371,0,1,2,3
1.86501906,-0.77500625,-0.046625469,-0.41606362,0.613225171,0.017046274,-0.54074835,1.010313514,1.610343124,0.458479561,-1.258649347,0.93886876,-1.758172077,-0.562868256,1.364087351,-0.039063286,0.689564024,-0.266908329,-0.552051916,1,0.65,2,2
1.151405554,0.36308729,0.256177281,-1.056105036,-2.117757018,-0.436084096,0.344166129,-1.549010028,-0.516825643,0.15423649,-1.784629181,-0.327316369,-0.595417759,0.658398464,2.138462694,-0.00721082,-0.824931884,-0.140929754,-0.736921161,1,0.8,2,3
-1.883354907,0.074426087,0.033191883,0.206237398,1.528506889,-0.508057631,-0.036722687,-1.654058749,1.314798161,-0.831678033,-0.714175278,-0.356583776,1.327344892,0.062815345,-0.521411854,-0.048817768,1.336251085,1.051756611,-0.341656253,1,0.5,1,2
0.309701215,-0.930900326,0.551472554,-0.030248666,-1.725139934,1.789312262,1.386423397,-0.423303574,0.467639835,0.861017841,-0.276074052,-0.568917789,0.699667204,-0.290718809,-3.350911993,0.074560571,-1.368248999,-0.760478818,-0.085855157,0,1,2,3
0.362250005,-0.264954188,-2.630243398,1.198259794,0.538119929,-0.216199132,0.609436137,0.001146709,0.766746548,0.472428149,-0.457378831,1.382748976,0.238713839,-0.138170168,0.820192303,1.554550616,0.42204271,-1.567560071,0.370738949,1,0.7,2,2
-0.54432784,-0.765085849,1.022295441,0.142215536,-0.966085668,0.691456781,1.939217471,0.236822978,-1.371046185,0.460941171,0.977377747,1.435808289,-2.417765154,0.435372727,1.079148123,0.731017902,0.696375458,-1.052081164,-0.248125838,0,0.75,2,2
0.966093127,-1.247178378,1.099143634,-0.367565478,-1.145935421,-0.416797415,0.226416104,1.919493984,-0.436728729,-0.739690198,1.160102457,-0.412291731,-2.361048365,-1.077925918,0.299730266,1.219433783,-1.017669691,0.648833482,-0.248687668,0,0.8,2,3
0.159895319,0.489765721,-0.2694601,0.96195685,-0.370968867,-0.187494857,-0.264222347,0.821584506,-0.116399526,0.679567894,0.042844064,-0.351968188,2.079156346,-0.172970007,-0.347136271,-0.202866595,-0.770087408,0.613498492,-0.239923719,0,0.25,1,1
0.341596016,-0.157693027,0.262990281,-1.255771739,0.928803788,0.302031518,-0.129979234,-0.990617691,0.686111923,-0.320090553,0.512383583,-0.12681749,0.198784897,0.828692715,1.436266678,-0.684251895,-0.341643755,0.681234533,0.620807572,0,0.5,1,2
-0.759340663,1.777793509,-0.460459463,-2.462060133,-0.268175519,0.969379028,0.674665884,-0.029946088,-0.429346344,-0.456027662,3.106111885,0.262066716,0.311724162,-1.63243529,1.745529892,-0.124423962,0.155601758,0.157185022,-1.442672815,1,0.45,1,2
