Zero,One,Two,Three,Four,Five,Six,Seven,Eight,Nine,Ten,Eleven,Twelve,Thirteen,Fourteen,Fifteen,Sixteen,Seventeen,Eighteen,Class,Stability,Selected
-0.377344526,-0.064098357,0.815439456,-1.557741278,1.386878545,0.149581256,-0.840290881,1.228135436,-1.138574705,-0.030187782,-0.989731767,-0.04132935,1.201841753,-1.076160027,-0.432564138,-2.03268718,1.01549909,-1.441803001,-0.634679681,1,1,No
-0.054764508,0.820597518,1.31643645,1.487154698,-0.719151532,-1.778009603,0.623110475,-0.610279122,-1.318380163,-0.442496175,-0.657327263,1.482109105,3.284188365,0.286375518,-0.772274704,0.020453003,1.328092493,1.059059979,0.645714902,1,0.45,No
0.605650118,1.850620954,0.429025759,-0.936219776,-0.195520388,-0.781020826,-0.748083932,0.776911541,1.343675979,0.505398597,-0.683804761,-1.214273043,1.189846319,0.405781834,-1.366878893,1.399596829,-0.088128126,0.306722707,1.487783894,0,1,No
1.313304914,1.126627018,-0.199265911,0.330142415,-1.012828094,1.587661356,1.966565582,1.757624725,-0.276484724,-0.002817264,0.618834026,1.006216062,0.090913331,0.019893828,-0.692930061,2.35963496,0.061743436,-0.583966483,-0.849032427,0,1,No
0.34532633,-0.944559954,-1.675146905,0.220318521,0.503857071,-0.989410908,0.649238322,1.013267623,1.544379335,0.207029725,0.154759617,0.82453545,-1.462763511,1.116037204,-1.469573279,-0.613600964,0.047137595,0.575847779,1.248558763,0,0.05,No
0.284750111,-1.206728738,-1.180088662,0.528743033,0.923389966,-2.508505182,-0.912225481,0.067211098,2.536140769,0.510771233,-0.292065116,0.830610889,-0.742107595,-0.034429799,0.450455951,1.013871857,-0.58574302,-0.217936529,-0.784511766,0,1,No
1.708914469,-0.431102957,-0.329405461,0.641139452,1.960199741,0.461750293,-1.159681215,0.516666136,0.009777288,0.24018304,-2.405092166,1.381714654,-1.263449041,-0.247020893,0.29944711,0.591153807,-0.80507217,-0.422531474,0.031843197,1,0,No
-0.933347776,0.61448899,-1.400345083,1.444536359,1.637114312,0.620132856,1.161152913,-0.53479105,-0.232423256,-1.041081233,1.41208146,1.030912955,-1.402770562,0.404110108,1.751114226,-0.733155062,0.468538812,-0.741933129,-0.812265396,1,1,No
0.774520088,0.161955927,1.181048989,-0.071728176,0.083181125,-0.442871387,-1.638660599,2.841153759,-0.332063467,-1.529665622,0.184539703,-0.558499278,0.36875722,0.661054187,-0.662675384,-1.913364814,-0.838911001,-1.771815225,0.167707824,1,1,No
-0.881297531,-0.448131614,-0.182394103,0.547259718,2.870697185,0.437337431,-0.897227385,-1.075023662,-0.296399514,-1.447150587,-0.716707427,-0.576169522,-0.465196217,-0.413318936,-0.148742821,-0.50437785,-0.351762023,-0.823052725,-1.607028654,0,0.4,No
0.29041825,0.576768275,1.702601482,-0.543410945,3.291631574,1.701312893,1.686809795,-1.110849865,0.849075313,-0.197531596,-0.362021569,-0.028649112,1.032570896,0.573808875,1.037606697,-0.918461512,-0.510355767,0.876930222,1.277081444,0,0.5,No
-0.617666864,0.148318283,-0.156762827,-0.558020468,-0.417115643,1.821670708,-1.2509645,1.322353707,0.377997379,1.938513649,0.537167077,-0.260843994,1.030858687,0.590387392,-1.150226417,0.966078196,0.129208899,0.679138225,-0.207597759,0,1,No
0.166776049,-0.098167104,-1.373588325,1.601726865,1.338221023,0.810220596,1.283562014,0.112036872,0.646589368,0.319884128,-0.128421688,0.69180068,-0.339826533,-0.180961412,1.159712295,0.543700746,0.65696794,-0.614563842,-0.437047092,0,1,No
-0.273688831,-0.692198057,0.484962499,-1.947004367,-0.707211932,0.024694511,0.355866982,-1.375361032,1.917175612,0.905445306,2.240286994,1.166157282,0.166934328,-0.860829887,-0.217991976,2.292470271,0.85459322,-0.465257252,-0.28231812,0,0.45,No
0.616463286,-1.308407418,-1.276328766,0.489219811,-0.715711024,0.371680406,-0.683515747,0.741507573,-0.762657789,0.12157607,0.495197296,-0.235971985,0.723135852,-1.682165021,-0.0055839,-0.069936885,0.26102952,1.679727321,0.942468088,0,0.85,No
2.039777789,0.663987412,-0.682379314,0.48694705,1.344181097,0.739033301,1.042151731,0.165158404,0.006909263,-0.910019389,-0.891330548,-2.368105524,-0.795999107,0.344479027,-0.85817747,0.556604924,0.727025074,1.111383402,0.573582931,0,1,No
-0.040293803,2.010132957,-1.095984332,0.394019888,1.568761209,0.10567232,1.359289805,-0.677084979,-1.442459502,0.468452885,0.388864205,0.338932537,-1.419530551,0.482941547,-1.587237126,0.527112358,-0.144559513,-0.189414925,0.528381514,0,1,No
-1.836543631,1.119980167,0.711213128,0.493590979,1.81950944,-2.112623385,-0.619574859,-2.800261815,-2.0467211,-0.639921899,-2.340165575,-0.197371523,-0.213484457,2.089002473,-1.19551334,0.584231664,-0.4973837,-0.025018695,1.028567328,0,1,No
0.349139078,-0.623241735,-0.262792887,0.077968725,0.402078441,1.015653742,-0.43054812,-0.813357433,1.118578839,0.236771767,0.419592191,-1.067293755,-0.669344055,0.048006291,0.415076649,1.450603253,-2.233463776,0.133082164,-0.883964746,0,1,No
1.432466325,0.372789348,0.966031187,0.065273178,0.479739584,0.696040977,0.877389383,1.278647765,-0.959949211,1.192620541,0.224694412,-1.435602276,-1.297954113,-0.45515296,0.961971606,0.432245062,-1.359822962,0.420082067,-0.362958885,1,0,No
1.33823733,0.680333263,1.235472279,0.165980192,-0.51683016,1.54883908,-0.584459365,1.184962517,-0.996865002,1.177904957,-0.248956395,-0.647518686,1.308447876,-1.011591241,-1.121375227,1.843992907,-1.36796397,-1.115083675,0.429236484,0,1,No
-0.60644376,-0.125917548,-0.139993089,0.406202534,1.775874487,1.200532302,-1.98752426,-1.332810485,-0.43951514,-0.588267818,1.376158571,0.665693116,-0.999273567,0.472025392,-0.182249482,0.247421963,-0.210742246,0.012590186,0.389761844,0,1,No
-0.776146127,-1.151734956,0.647068069,0.024758882,1.763891152,0.228894528,0.767268421,-1.927108316,-0.344138972,-0.990461548,1.172067543,-0.769928549,-1.207551745,0.673640303,-0.627077829,0.586604494,0.476831569,-0.986093122,-1.398630447,0,0.95,No
0.308040699,-0.458064339,1.384079639,-0.082880973,0.402975762,0.399796686,0.5369593,-1.089646963,0.224309398,0.550749317,-0.071259187,-0.404072624,-0.214365938,2.278813374,0.0757347,-0.852907806,-1.306530858,-1.800403203,1.70036804,1,1,No
-0.486265427,-0.077293106,-0.277963975,-0.393875041,2.126006062,1.778937024,0.091023478,0.933931203,0.265091768,-0.10804845,0.604792935,-0.260113831,-0.658817305,1.03272946,-0.020986948,1.015521091,1.213803509,-0.039416852,1.439828761,1,0,No
0.013938481,0.058759478,0.702410626,-0.215367436,2.986964916,-0.060280119,0.547179865,-0.999629717,-0.860068403,0.527035888,0.801693426,0.43596369,1.666128851,1.992965766,0.944782048,-0.454984255,-1.177916386,-1.929005886,1.12113783,0,0.55,No
-0.226404065,-0.686866457,1.298632522,1.401467417,-0.453160706,-0.677237474,-1.459058127,1.112925362,0.903302234,-0.730912826,1.62782088,-0.09980621,-1.389716706,1.741186434,-1.16125696,1.2817281,-0.497391789,-1.066359771,0.651601377,0,0.95,No
0.050524887,1.075048995,-0.944862381,1.404655361,-1.507717805,-0.246219714,-0.079653615,0.480463964,1.014914721,-0.791644948,-1.645914431,1.60450506,1.428038828,-0.046373766,2.199295116,0.58629785,-0.920411845,-0.729188603,0.171476484,0,0.75,No
-0.905741348,0.621961981,-0.482728155,1.494828275,2.483368111,-0.595205078,0.369332827,0.041715627,-0.142643451,0.833346943,0.314357831,0.839355546,-1.955584831,1.165772576,-0.453554892,-0.378061994,1.351008208,-0.428727614,0.446382828,1,0.95,No
1.732349324,-0.443518716,0.888950658,-1.393120163,1.036139339,-1.206558931,0.412741722,0.049798104,0.27011539,0.429997625,-1.258306663,-0.791711257,-2.821700636,0.703606678,0.092496957,0.617589412,0.775181403,-0.833491505,-1.702066043,0,1,No
-0.489144856,-1.009500748,0.142092256,0.899232043,1.579974373,1.605299822,0.065935326,-0.37217776,0.11586543,2.909577461,-0.113917695,-1.434606221,0.681711508,0.830465961,0.435759345,0.388901563,0.116607317,-0.066333615,-0.979948967,0,1,No
-0.625058849,0.410278156,0.17257495,1.641783647,-0.697142158,-3.019635523,0.50951078,-1.297770853,1.424598597,0.117177938,0.468217321,-0.436223126,1.051052941,-0.185773442,0.159166288,2.419877322,-0.966206643,0.646278551,0.869063646,0,0.75,No
0.514944417,0.640373203,-0.249597004,1.240587627,-2.750986142,-0.717959139,-0.253539791,-0.98924096,-0.621793514,1.222189715,0.194199476,-1.166995264,-0.425553269,-1.413651425,-0.621866684,3.312864424,0.930028441,-0.279983581,0.262106183,0,0.1,No
0.588681297,0.401198751,0.04802426,-0.793906984,0.954964137,1.947529937,-1.29651694,2.444930753,-0.189868004,-1.401202604,-1.933908353,-0.835087802,-0.238142674,1.234927061,-0.842616149,-1.544735534,-0.507953222,0.091101312,-0.378717356,1,1,No
0.719329682,-1.405378598,0.247405853,0.868309836,-0.804440236,-0.990182268,1.004114756,0.041615083,-2.376434926,-2.527225988,-0.752495213,1.808522599,0.206412195,0.633334307,0.471847857,-0.056903923,1.294346447,-0.426385352,-0.484792844,1,0.35,No
0.668711123,-0.384324984,-2.245233709,-1.779690794,2.896558691,1.075627372,0.930934124,0.342217177,0.624480648,1.105402169,-1.450120975,0.593156042,0.690112943,-0.924443542,0.750759548,1.264126576,0.947981301,-0.86824117,-0.832969335,1,0.05,No
0.216890489,0.568662453,-0.093731602,0.064482505,1.138255981,0.591735462,-0.622510882,-1.402348957,-1.067853772,0.758555774,-1.034461038,0.786879143,0.887842897,1.255693594,-0.685209853,1.079104513,-0.115751438,0.926956311,1.137387871,0,1,No
0.423439088,0.323277552,-0.827671562,-0.99181988,-3.024864929,-1.110512998,-1.130732471,1.304956335,-0.577471302,-0.653168988,-1.208161884,0.475999779,0.747126545,2.316699137,-0.898817563,3.008326932,1.131251028,-1.337410741,0.078196257,0,0.9,No
1.845262617,-0.346525191,-1.174335416,0.566800983,0.303669025,1.763583117,1.474297791,0.028258151,-0.033417182,0.095152022,0.698593353,-0.834703021,1.573203628,-0.758270411,-0.061950365,1.470704657,0.268358013,-0.182321362,-1.835857127,0,1,No
1.03901772,1.426916389,0.475243991,-1.002038698,1.655107964,0.167676852,0.162194256,-1.589964982,0.507888988,0.537410295,0.836093622,1.46275125,-0.394628577,-0.784723291,-1.079138379,0.746156119,0.185561283,-0.409975238,-0.304392153,0,1,No
0.62475784,-0.006241053,-1.176259844,1.527843817,-1.200017521,-0.561884515,0.543886584,1.223824843,-1.620272632,-0.210594292,0.065546601,1.151661532,-0.898424643,-0.073702896,1.63671626,3.736476866,0.733285962,-0.383144143,0.565189946,0,1,No
-0.007395831,0.780184742,0.062029017,-0.353633849,1.598478968,0.110236901,-1.188123816,-0.960650129,0.180165604,0.172877091,-1.706401171,-0.510026191,0.472107514,-0.983229574,-0.023675969,0.586764044,0.75308936,0.371667892,-0.854299062,0,1,No
0.360984465,-0.140082092,0.256314444,-0.680196698,-1.584709601,0.332530995,-0.750843791,-1.640223688,0.34865332,0.577557193,0.19996673,-0.083431972,-0.747426811,0.236036104,-0.005520461,2.3101223,-0.591637594,0.115618963,-0.341162858,1,0.35,No
-0.758709657,0.737600428,1.895511803,0.671638471,-0.369965015,1.299634018,-1.682977039,-0.170118892,0.369866732,-0.775144182,-1.046278587,0.147209932,0.88760083,-2.006951167,-0.535654907,1.837623974,1.071728541,-1.239788342,-0.217672105,0,0.95,No
-1.387858887,1.636491163,-0.170606387,-0.935327792,-1.351179724,-1.020163791,0.490204633,0.67092825,-0.455798248,0.4272715,-1.364105833,-0.851862394,-0.260496829,0.24199526,-0.035888897,0.24825817,0.800795604,0.24745619,-0.386247199,1,0.1,No
-2.019168176,-0.714251949,1.516478614,1.090628321,-0.558589927,-1.727735838,-0.105600509,0.803937053,-0.611907136,0.608551042,-0.303927457,-0.529869807,-1.342536164,-2.952563195,-0.3246245,-0.990881388,0.914218972,-0.083261177,-2.32332843,0,0,No
0.649185767,1.127179645,-0.013419384,-0.1581348,-0.991143669,-0.567411277,0.134946937,-0.150042292,-0.618812479,-0.937457727,0.247638042,0.800693383,0.838831236,-1.586067858,0.682683549,2.186568799,0.518469767,1.596787746,-1.132250267,0,0.8,No
1.965481431,0.341817686,0.579332711,0.227317239,-2.979724529,0.409376653,0.449236331,-1.357186208,1.49407486,0.289796264,0.954490406,0.553669237,-1.083667768,0.808055922,1.418096781,4.522684831,-1.153358321,2.496703487,-1.246750438,1,0.9,No
1.352186648,-0.352984496,-1.073999257,-0.712882343,-0.288063788,-0.128033784,-0.976445705,1.35848634,-0.263450176,0.049225512,0.474136972,0.341038686,0.495577967,-1.639135779,0.984911041,-2.250508477,1.380196643,1.825779177,1.578972942,1,1,No
-0.512893283,0.310011291,0.223402796,-2.581104693,2.746459686,1.785946778,0.802254753,1.798645211,0.344708211,0.535396081,-1.871924169,-0.502191794,-0.476065979,1.525648959,-0.179032298,0.938251294,1.74999099,-0.511736935,0.207541461,0,0.7,No
0.689590553,-0.490141875,0.168645315,-0.651062671,0.317267718,-0.458265029,0.154480509,-2.266463457,-1.715403374,0.514974489,0.248022623,-0.571795535,-0.700866831,0.540586719,-0.748389767,-0.462527731,-0.822547687,0.161104769,-0.145707601,1,1,No
-1.037818515,1.942811797,-0.184938372,-0.419313781,1.658620435,0.194013024,1.405992602,-0.401780411,-0.138038913,-2.219043533,-1.529269856,0.699610753,0.300974292,-0.385407455,-1.969421529,0.423730558,0.390166594,-2.067902728,0.397548041,1,0.05,No
-0.128280982,1.857917017,0.157525719,1.132480853,0.205588165,-1.071472409,-1.82472882,1.711434183,-0.151461295,-0.948262,0.701794815,-2.32421168,0.104005535,0.31318951,-1.035040854,-2.229571331,-0.4880491,-0.377537361,-0.47856153,1,1,No
0.781190106,1.805344763,1.61299824,1.550999885,-0.695829682,-1.150412649,0.44105647,0.202015444,-0.445353188,0.991766657,-0.064966619,-1.940488011,-0.329013526,-1.106313004,1.36324899,-0.349160264,1.487523115,1.952284504,-1.170520131,1,0.95,No
-0.227314517,-0.41484631,1.056175252,0.881618018,-0.921701846,1.629812712,-1.129301523,0.598836677,0.402442912,-0.140777468,-1.48481126,-2.20307777,-0.416092694,1.1298219,1.82634427,2.212922561,1.149593567,-2.242749058,1.070319259,0,0.85,No
0.372566777,-2.475173074,0.049614519,-0.653028629,-1.300117277,0.537016301,-1.962593184,1.903803686,-0.698578302,0.212418104,1.193464495,-0.522229145,1.580915586,-0.609550827,-0.269429941,1.5250447,-1.249823302,-0.565866091,-1.83207239,0,1,No
0.639221813,2.579711722,0.341505263,0.703117478,-1.435996912,-0.025378576,-0.397371317,2.141790603,0.366901202,0.976811887,-0.57004313,0.128285699,-0.046453659,1.131345578,1.61010841,4.166319208,-0.171430802,-1.260675606,0.430746443,0,1,No
1.376172007,-0.367659805,0.585977202,-0.779050616,0.689368962,-0.058941817,0.95587464,-1.281681253,0.038960201,0.667575157,0.595724846,-1.816255129,-1.102434567,0.520673834,-1.174469129,1.334681573,-0.480482511,1.443141558,-2.135333759,0,1,No
0.211328622,-1.388982861,0.228304587,2.049197826,-0.534228718,-0.755295974,0.846176173,2.28940359,-0.355846431,0.096392927,0.273880633,-1.602434555,0.652355686,-0.869052889,0.18968751,1.133109842,-2.441149951,0.762765001,0.374964039,0,0.95,No
1.857979559,0.999049849,-1.442835547,0.915234374,-0.926348119,-0.606205755,0.87464834,-0.706892481,0.05271286,0.135752298,-1.804077766,0.211578933,0.107279154,1.886811725,-0.206984969,-0.281218578,-2.008336151,-0.099339813,0.05608771,0,0.35,No
-1.012480453,0.12392321,0.251542902,0.974726478,-0.278872606,-0.495952812,-1.423535672,-0.965459767,1.820901414,-0.378482642,-0.36520902,-2.962855343,0.57618085,-0.89584506,0.070568127,2.178427632,-1.422692456,1.999940306,0.20452609,0,0.85,No
-0.058287603,0.05450713,-0.033987857,0.162755566,-0.795263929,0.098235266,-1.101131866,0.79609691,0.300304671,0.736629063,-0.31162145,0.146367993,-1.592696694,0.512240549,-0.364949886,-2.708666352,0.574534011,1.054749409,-0.655375599,1,1,No
-0.296448407,-0.474430764,0.915932022,0.68549533,1.539780661,-0.192071618,0.143437463,-1.68022068,-0.09875922,0.055997414,-1.21072384,-0.746128434,-0.190408694,-1.335460874,1.082920666,0.806525109,-1.796532342,-1.344228516,0.723661625,0,1,No
-0.731666275,0.482946447,0.149757644,-1.490200051,1.334017645,-0.017162909,0.52116098,-1.662415387,-1.083442534,-0.402586826,-0.142034925,0.355502758,1.600268331,0.097383284,1.549821094,-2.633954452,2.143902887,-1.286081022,0.193935506,1,1,No
-0.602744765,-0.083136966,0.40348905,0.16529781,-2.096972844,0.642213979,-1.636723249,0.476143381,2.013668121,-0.956215844,-0.564551177,-0.148296967,0.911707966,-0.407601511,0.6890925,2.484443952,-0.689749043,-0.521522973,2.016319161,0,0.85,No
0.468881307,-0.909704853,0.429659173,-0.841025564,-0.300747726,-0.956404376,0.774367293,-0.650176584,1.022237235,-1.866784736,-0.260383141,-0.521455807,-0.471016456,-0.700629279,0.289701892,-0.228024626,-0.124993628,2.537084135,0.430872466,1,0.9,No
-0.947920653,-0.986330017,-0.094257238,0.381662868,-1.035814175,-1.666442127,0.983839495,-0.345429135,0.530025945,0.436760453,-0.119361788,-1.040891951,1.051671751,-2.220957037,0.172995895,2.467204705,-0.397839145,0.969015199,1.506982712,0,0.3,No
-0.069693204,-0.790701887,0.100897841,1.367254148,-0.675806509,-0.61617957,2.428692702,2.919852936,-0.078892194,-0.542529569,0.357884819,-0.051778069,-1.558995787,1.727071328,0.672951629,1.969539272,-0.815964265,0.016018141,-1.924721585,0,1,No
0.330368422,-0.1506281,0.891683812,-0.277219398,-0.868854238,-0.319978727,1.374504992,0.013423271,0.643834707,1.568832626,1.012352077,0.188963625,-0.210744686,0.53825719,0.859264685,1.660485219,-2.369887674,-1.690220788,-0.859512661,0,0.85,No
0.480944864,2.057669737,-0.163150637,0.270883263,-0.118572478,0.864482852,-0.191194092,2.601102344,0.91078852,0.350951359,0.300725094,1.654009299,-1.389792095,1.688818084,-1.488902869,-0.759729307,0.46416021,-1.236552841,-0.676626708,0,0,No
0.119476088,-0.406221931,0.814033386,-0.121046859,-1.814121818,0.528539302,0.394586423,0.491347889,0.760375285,-0.209528466,-0.956153638,1.026201035,-0.531057146,0.36746722,0.389867857,1.666983152,-0.362896752,-0.067057797,-0.927113605,0,0.9,No
0.402678151,-1.180550864,-0.41286611,1.059193202,2.331713859,0.800535266,-0.301674864,0.099246703,0.416036131,1.036028087,1.167659104,-0.596377359,-0.790565766,0.587142348,-1.137956661,-0.208134149,0.675986707,-1.297146834,-0.528091957,1,0.75,No
2.592802613,-0.057452844,0.083528076,-1.191699035,1.391471592,-0.37540518,-1.112326219,-2.768407722,1.720260325,-0.283790208,-1.338284784,0.873710586,0.667363791,0.581154791,-0.371681757,1.149501903,1.159410532,-0.359997379,1.59824106,0,1,No
0.915252794,-0.50050541,-1.287433318,0.05481844,1.534549741,-1.267608323,-1.192714014,-1.100213796,0.571886296,-0.244066228,0.503699647,-1.037160804,0.601986357,1.518654798,0.590677507,0.703114104,0.288786292,0.585206332,-1.046239263,0,1,No
1.763059073,-1.589039345,0.721987046,-0.718626808,0.201907455,1.117698672,0.604127845,-1.060395927,-0.426039907,-0.714948818,0.371341652,1.060844004,-0.657320651,-0.449812672,0.961246096,-1.05721383,-1.667652343,-0.377424737,0.387499157,1,1,No
-0.109068315,-0.031517573,0.451777678,-0.156847151,0.597639395,-0.280486395,-0.227094623,4.502029597,0.29815221,0.945208033,0.325057218,0.528951317,0.127065227,-2.288042869,-1.230821849,0.592345613,0.290454849,-0.253252176,1.45739846,1,0,No
1.727224347,-1.284707411,-1.494841945,0.47478254,0.312517021,-0.504952574,-0.101798642,-1.85755814,0.621957606,1.0908607,-0.1799636,0.07297236,-0.34598123,-3.303506368,-0.414740868,-0.761193417,-0.44998124,0.396925251,1.281368929,1,0.95,No
-1.346842581,-1.416785472,1.312285238,-0.566619566,1.580436562,-0.740868062,-1.381720443,-2.065257368,-0.341555009,-0.712435815,0.500638918,0.895684041,0.579694188,1.017481235,0.14327091,0.92591355,-0.870845395,0.540358332,-0.615958592,0,1,No
0.367733422,0.732318156,0.89432292,0.277749786,0.205739401,-0.288741081,-0.853720046,-0.775026271,-1.212573663,-0.022369713,0.709454936,-0.001057378,0.280928716,-0.435320887,-0.887620669,1.029614068,0.629284777,0.58950522,-1.297193679,0,1,No
-1.578616423,-0.094085961,-0.204492747,0.710205261,-0.690906799,-0.644074358,1.598038034,1.470501224,1.293708942,-0.567298971,-0.696217292,-0.382554179,0.409218237,-0.187306029,0.143878592,1.144595071,-0.294490247,0.095957727,0.679248763,0,1,No
-0.610629476,1.11945108,1.012673478,-1.145290994,2.079819195,0.407370137,-0.359720347,-3.210576858,0.17783209,-0.687832697,0.797838441,0.072754858,-1.457376546,1.282791947,-0.005493224,0.386716357,-0.108317907,0.194174182,-0.589203156,0,1,No
-0.945562408,1.042254782,-0.225418642,0.614520982,-1.213330547,0.999345223,-0.553938286,-0.923995063,0.193699103,-1.177681773,0.692056937,0.166190899,0.825104226,0.082894168,-0.559107853,1.057974218,-0.110331515,0.094786881,-0.364100574,1,0.15,No
-0.519542866,2.597595965,0.451482,-0.827303056,-1.762804181,2.116656982,-0.463878336,2.012879417,0.770540297,0.236391935,-0.470311362,-0.236372725,-0.989807242,-0.143580224,0.693217027,0.846131677,0.071516433,-0.506901112,-0.159890844,0,1,No
-1.272588992,-0.863272892,-0.441433971,1.194515025,-1.471942683,-0.23381176,-1.496826068,0.146084135,0.406018065,0.721449393,-0.424429195,0.259853171,-0.405452241,-1.149071548,0.154051924,0.918855664,0.689704089,0.666083105,0.010568372,1,0.25,No
1.168809785,0.343333171,-0.462999056,0.269506717,2.399095179,0.597930682,1.45204079,-0.186961981,-0.568078048,-0.669234727,-1.230193267,0.313605344,-1.45508993,-1.874604926,-0.866917514,0.880736861,-1.27368055,-1.613361375,-0.700548722,1,0.05,No
-0.378674461,-0.212856677,0.995320529,-1.874415151,1.754326053,0.334922185,0.092218245,-0.406882525,-0.286587371,0.691584932,0.715224466,-0.066388812,0.228885881,0.102674707,0.429124115,-0.137861197,-0.031773307,1.544000666,0.195903849,1,0,No
0.183995943,-0.368128943,1.02552051,-1.242721398,-1.631500944,0.510046007,1.061453482,0.495303995,0.694055977,0.105389932,-1.638273393,-1.175710366,1.525575049,-0.754363375,0.781349961,1.655057161,0.379297957,0.638616132,0.757361941,0,0.75,No
-0.723929082,0.396468025,1.029351003,-1.550256553,-0.178921314,-0.005768987,1.810914357,1.988659082,-0.079554959,0.727181826,0.908548627,0.115430791,1.347881704,-0.825789814,-1.120739717,1.324271298,-2.569257047,0.280543908,1.680556925,0,1,No
1.039391368,-0.789065842,1.499575166,-0.344056846,2.541813535,1.137243446,0.334683565,1.566642762,-1.42902497,0.99372772,-0.679431244,1.689588788,-0.110932267,-1.262777902,-0.404685211,-0.02616719,-0.889848205,-1.257177122,0.493366474,1,0.3,No
-1.027266683,-0.562852412,-0.136430927,0.115560838,-1.945428645,0.304531957,1.133143251,0.255980115,2.493100328,0.003323894,0.557964712,1.038135929,0.135593061,0.660855763,1.450474369,1.692884292,0.95693695,-1.162901876,0.573307241,0,0.9,No
